timestamp,gender,age,education_level,occupation,dna_knowledge,dna_info_source,support_national_dna_db_bf,dna_db_custodian_bf,dna_db_inclusion_criteria,include_crime_scene_profiles,offense_type_dna_recording,dna_storage_duration,dna_use_family_research,dna_use_disaster_research,dna_use_interpol_cooperation,dna_use_terrorism_fight,privacy_invasion_opinion,voluntary_dna_donation,privacy_risk_concern,database_misuse_concern,dna_use_in_investigations,police_lab_support_need,forensic_dna_private_sector,forensic_dna_autonomous_institution,message_to_investigators
3/2/2021 13:45,Male,35-60,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Yes,"Yes, but under certain conditions",Minor concerns,Minor concerns,No,No,No,Yes,
3/2/2021 19:47,Male,16-35,PhD,Others,Yes,"The media (TV news, radio, documentaries)",Not very important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,No I do not agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Minor concerns,Maybe,Maybe,No,Yes,Remember it's a double-edged sword
3/2/2021 20:51,Male,16-35,University,Others,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Minor concerns,No,Yes,Maybe,Yes,This would be a very good initiative. This will make it possible to explore the need to strengthen the system for investigating and managing crimes and misdemeanors.
3/3/2021 6:50,Male,16-35,University,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes,"Good idea, however, DNA tests very often present limits in criminal investigations, they can be subject to manipulation, so a holistic approach is needed in the investigation of crimes, misdemeanors, etc. And for a country with meager resources, we need to rationalize the budget. I think there are other priorities. Thank you"
3/4/2021 1:22,Male,35-60,University,Ministry of Justice,No,Others,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes,Security and proper use of information
3/4/2021 12:54,Male,16-35,University,Ministry of Justice,Yes,Others,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,"Yes, but under certain conditions",Minor concerns,Important concerns,Yes,Maybe,No,Yes,I congratulate this reflection which tends to demonstrate that a better identification of competitions with the good of the criminal trial.
3/4/2021 23:27,Male,35-60,PhD,Others,Yes,Fiction films,Important,An autonomous institution,Condemned,No,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,No I do not agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,No,Yes,No,Yes, Good line of research
3/4/2021 23:37,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Maybe,Minor concerns,Important concerns,Maybe,Yes,No,No,Why such a questionnaire? What are the objectives sought through this questionnaire.
3/4/2021 23:53,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Ineffective,An autonomous institution,Entire population of Burkina Faso,am indifferent,Serious crimes only,No answer,No I do not agree,Yes I agree,yes I agree but in certain circumstances,No I do not agree,Yes,No,Important concerns,Important concerns,No,No,No,Yes,Make the work useful for the country. Expand the work to have a representative sample with all social strata
3/5/2021 0:14,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,Reading (newspapers and scientific documents),Important,Ministry of Justice,Convicts and suspects,Yes,Serious crimes only,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,No problem,No,Yes,No,Yes, Lots of courage for the future
3/5/2021 0:20,Male,35-60,University,Ministry of Higher Education and Scientific Research,No,Fiction films,Not very important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Yes,No,No,Courage
3/5/2021 0:25,Male,16-35,University,Students,Yes,Others,Important,An autonomous institution,Entire population of Burkina Faso,am indifferent,Serious crimes only,No answer,I don't know,Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Indifferent,I don't know,Yes,No,I don't know,"Very nice initiative, especially for developing countries. But be careful that this new technology is not used for personal or criminal purposes."
3/5/2021 0:41,Male,16-35,PhD,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,Yes, Good luck with this work and may it see the light of day.
3/5/2021 1:12,Female,35-60,PhD,Ministry of Higher Education and Scientific Research,No,Others,Important,An autonomous institution,Condemned,Yes,Serious crimes only,Indefinitely,Yes I agree,I don't know,No I do not agree,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
3/5/2021 1:17,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,am indifferent,Important concerns,Yes,Yes,Maybe,Yes,RAS
3/5/2021 1:33,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,No,Others,Important,Others,Entire population of Burkina Faso,Yes,All crimes and offenses,No answer,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,No,Yes,No,No,"There is a major ministry that is missing: that of health. A genetic database can also be used for health (search for compatible organs, etc.). By pooling the project we kill several birds with one stone."
3/5/2021 4:03,Male,16-35,Secondary,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,I don't know,No I do not agree,Yes I agree,Yes I agree,No,Yes,am indifferent,Minor concerns,No,Yes,I don't know,No,"Persevere until the creation of this database, everything has evolved and digital technology must necessarily serve our investigators and make many tasks easier for them."
3/5/2021 6:57,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,No,Yes,Yes,Yes,Legal instruments are needed to govern these databases.
3/5/2021 8:27,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,Yes,Yes,No,No,
3/5/2021 8:34,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,Maybe,Yes,No,Maybe,
3/5/2021 8:37,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,I don't know,Yes,No,No," Good initiative, encouragement"
3/5/2021 9:26,Male,35-60,PhD,Others,Yes,"The media (TV news, radio, documentaries)",Not very important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Minor concerns,No,No,No,Yes,
3/5/2021 9:30,Female,35-60,PhD,Ministry of Higher Education and Scientific Research,I am not sure,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Condemned,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Maybe,Yes,No,No,RAS
3/5/2021 9:49,Male,16-35,University,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,Maybe,Yes,No,Yes, Congratulations to you and above all good luck and courage for this great initiative
3/5/2021 10:00,Male,16-35,University,Others,I am not sure,Fiction films,Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Minor concerns,Important concerns,No,Yes,No,Yes,
3/5/2021 11:12,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,I am not sure,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Yes,
3/5/2021 11:39,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,No,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,Yes,Yes,Relevant
3/5/2021 12:20,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,No,Yes,No,Maybe,Good initiative
3/5/2021 12:28,Male,35-60,University,Ministry of Higher Education and Scientific Research,No,Others,Important,Ministry responsible for security,"Convicts, suspects and volunteers",am indifferent,Serious crimes only,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,No,Important concerns,Important concerns,Maybe,Yes,No,Yes,Further explain the background and rationale for the study. Explain DNA in simple terms for non-scientists. Explain the objectives of the study which do not seem perceptible. THANKS
3/5/2021 13:25,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",I don't know,Important concerns,I don't know,Yes,No,No," We think this investigation is a good thing. In our opinion, it already allows the initiators to have an idea of what the populations think of the use of DNA in forensic investigations in Burkina Faso. And above all, know, through this survey, if these populations approve of the establishment of a possible genetic database in our country."
